Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Mental Illness,Value
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Nervous System Symptoms/Disorders - Other,Serious.Mental.Illness,32834
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Major Depressive Disorder,Serious.Mental.Illness,50492
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Depression, possible - Other",Serious.Mental.Illness,90603
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,PTSD,Serious.Mental.Illness,73764
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Acute stress disorders,Serious.Mental.Illness,1283
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Anxiety disorders/ other,Serious.Mental.Illness,61427
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Adjustment disorders,Serious.Mental.Illness,12401
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Bipolar disorders,Serious.Mental.Illness,130499
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Schizophrenia,Serious.Mental.Illness,90747
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other,Serious.Mental.Illness,55125
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders,Serious.Mental.Illness,62605
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders,Serious.Mental.Illness,59145
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders,Serious.Mental.Illness,731
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,Serious.Mental.Illness,614
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders,Serious.Mental.Illness,21499
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,Serious.Mental.Illness,4849
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,Serious.Mental.Illness,3254
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,Serious.Mental.Illness,6365
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",Serious.Mental.Illness,28699
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Blindness/Low Vision,Serious.Mental.Illness,5338
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Refraction disorders,Serious.Mental.Illness,62894
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Glaucoma,Serious.Mental.Illness,22833
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Cataract,Serious.Mental.Illness,43053
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,Serious.Mental.Illness,49031
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Hearing problems,Serious.Mental.Illness,30363
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,Serious.Mental.Illness,14971
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Dental Caries,Serious.Mental.Illness,36482
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,Serious.Mental.Illness,24969
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Loss of Teeth,Serious.Mental.Illness,18757
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Dental Disorders - Other,Serious.Mental.Illness,40346
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),Serious.Mental.Illness,5227
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,Serious.Mental.Illness,5864
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin infection,Serious.Mental.Illness,15834
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Psoriasis,Serious.Mental.Illness,2967
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,Serious.Mental.Illness,60285
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep apnea,Serious.Mental.Illness,30365
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep disturbance - Other,Serious.Mental.Illness,28582
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Malaise and fatigue,Serious.Mental.Illness,8281
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Syncope,Serious.Mental.Illness,6382
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Abdominal pain,Serious.Mental.Illness,17299
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Chronic Pain Syndromes,Serious.Mental.Illness,21694
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Allergies and urticaria,Serious.Mental.Illness,6861
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Edema,Serious.Mental.Illness,9885
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Symptoms - Other,Serious.Mental.Illness,23001
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use Disorder,Serious.Mental.Illness,85942
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use History,Serious.Mental.Illness,8180
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Poisoning,Serious.Mental.Illness,4146
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,Serious.Mental.Illness,37589
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,Serious.Mental.Illness,7253
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Housing insufficiency,Serious.Mental.Illness,35554
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Psychosocial factors - Other,Serious.Mental.Illness,55579
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Residual Codes,Serious.Mental.Illness,58180
